Peat_France,France,18,0,1,Peat
DSR_France,France,18,3400,340,DSR
Battery_France,France,18,5900,590,Battery
ReservesFrance,France,18,-2180,1,RS
Nuclear_Belgium,Belgium,19,0,1,NuclearBE
Lignite_Belgium,Belgium,19,0,1,KulUdland
Coal_Belgium,Belgium,19,540,1,KulUdland
Gas_Belgium,Belgium,19,8685,87,GasUdland
Oil_Belgium,Belgium,19,158,3,OlieUdland
HydroRun_Belgium,Belgium,19,148,1,ROR
HydroTurbine_Belgium,Belgium,19,0,1,HydroRes
HydroPump_Belgium,Belgium,19,1395,28,HydroPumpCL
WindLand_Belgium,Belgium,19,5409,1,Wind
WindSea_Belgium,Belgium,19,6072,1,Wind
PV_Belgium,Belgium,19,14295,1,Solar
SolarTh_Belgium,Belgium,19,0,1,Solar
OtherRES_Belgium,Belgium,19,206,1,MustRun
OtherNonRES_Belgium,Belgium,19,1324,26,OtherNonRes_BE
Biofuels_Belgium,Belgium,19,0,1,Biofuels
Peat_Belgium,Belgium,19,0,1,Peat
DSR_Belgium,Belgium,19,1800,180,DSR
Battery_Belgium,Belgium,19,1841,184,Battery
ReservesBelgium,Belgium,19,-429.818973,1,RS
Nuclear_ESPT,ESPT,20,0,1,NuclearES
Lignite_ESPT,ESPT,20,0,1,KulUdland
Coal_ESPT,ESPT,20,0,1,KulUdland
Gas_ESPT,ESPT,20,27337,273,GasUdland
Oil_ESPT,ESPT,20,0,1,OlieUdland
HydroRun_ESPT,ESPT,20,4637,1,ROR
HydroTurbine_ESPT,ESPT,20,21250,425,HydroRes
HydroPump_ESPT,ESPT,20,7392,148,HydroPumpCL
WindLand_ESPT,ESPT,20,66435,1,Wind
WindSea_ESPT,ESPT,20,528,1,Wind
PV_ESPT,ESPT,20,71981,1,Solar
SolarTh_ESPT,ESPT,20,7942,1,Solar
OtherRES_ESPT,ESPT,20,3437,1,MustRun
OtherNonRES_ESPT,ESPT,20,4521,1,MustRun
Biofuels_ESPT,ESPT,20,0,1,Biofuels
Peat_ESPT,ESPT,20,0,1,Peat
DSR_ESPT,ESPT,20,1600,160,DSR
Battery_ESPT,ESPT,20,6781,678,Battery
ReservesESPT,ESPT,20,-2296,1,RS
Nuclear_Schweiz,Schweiz,21,0,1,NuclearCH
Lignite_Schweiz,Schweiz,21,0,1,KulUdland
Coal_Schweiz,Schweiz,21,0,1,KulUdland
Gas_Schweiz,Schweiz,21,0,1,GasUdland
Oil_Schweiz,Schweiz,21,0,1,OlieUdland
HydroRun_Schweiz,Schweiz,21,4113,1,ROR
HydroTurbine_Schweiz,Schweiz,21,8152,163,HydroRes
HydroPump_Schweiz,Schweiz,21,3989,80,HydroPumpCL
WindLand_Schweiz,Schweiz,21,500,1,Wind
WindSea_Schweiz,Schweiz,21,0,1,Wind
PV_Schweiz,Schweiz,21,8500,1,Solar
SolarTh_Schweiz,Schweiz,21,0,1,Solar
OtherRES_Schweiz,Schweiz,21,1197,24,OtherRes_CH
OtherNonRES_Schweiz,Schweiz,21,889,18,OtherNonRes_CH
Biofuels_Schweiz,Schweiz,21,0,1,Biofuels
Peat_Schweiz,Schweiz,21,0,1,Peat
DSR_Schweiz,Schweiz,21,0,1,DSR
Battery_Schweiz,Schweiz,21,1797,180,Battery
ReservesSchweiz,Schweiz,21,-869,1,RS
Nuclear_Italy,Italy,22,0,1,Nuclear
Lignite_Italy,Italy,22,0,1,KulUdland
Coal_Italy,Italy,22,0,1,KulUdland
Gas_Italy,Italy,22,44063,441,GasUdland
Oil_Italy,Italy,22,0,1,OlieUdland
HydroRun_Italy,Italy,22,5635,1,ROR
HydroTurbine_Italy,Italy,22,12888,258,HydroRes
HydroPump_Italy,Italy,22,8577,172,HydroPumpCL
WindLand_Italy,Italy,22,22140,1,Wind
WindSea_Italy,Italy,22,900,1,Wind
PV_Italy,Italy,22,60169,1,Solar
SolarTh_Italy,Italy,22,880,1,Solar
OtherRES_Italy,Italy,22,4931,99,OtherRes_IT
OtherNonRES_Italy,Italy,22,5984,1,MustRun
Biofuels_Italy,Italy,22,0,1,Biofuels
Peat_Italy,Italy,22,0,1,Peat
DSR_Italy,Italy,22,2304,230,DSR
Battery_Italy,Italy,22,3062,306,Battery
ReservesItaly,Italy,22,-4500,1,RS
Nuclear_EELVLT,EELVLT,23,0,1,Nuclear
Lignite_EELVLT,EELVLT,23,0,1,KulUdland
Coal_EELVLT,EELVLT,23,0,1,KulUdland
Gas_EELVLT,EELVLT,23,531,5,GasUdland
Oil_EELVLT,EELVLT,23,810,16,OlieUdland
HydroRun_EELVLT,EELVLT,23,1736,1,ROR
HydroTurbine_EELVLT,EELVLT,23,0,1,HydroRes
HydroPump_EELVLT,EELVLT,23,1125,23,HydroPumpCL
WindLand_EELVLT,EELVLT,23,4266,1,Wind
WindSea_EELVLT,EELVLT,23,1907,1,Wind
PV_EELVLT,EELVLT,23,3079,1,Solar
SolarTh_EELVLT,EELVLT,23,50,1,Solar
OtherRES_EELVLT,EELVLT,23,338,1,MustRun
OtherNonRES_EELVLT,EELVLT,23,294,6,OtherNonRes_EELVLT
Biofuels_EELVLT,EELVLT,23,0,1,Biofuels
Peat_EELVLT,EELVLT,23,0,1,Peat
DSR_EELVLT,EELVLT,23,211,21,DSR
Battery_EELVLT,EELVLT,23,917,92,Battery
